residentId,displayName,creditTierAtApplication,householdSize,hasPets,syntheticProfileGroundTruth
RES-01400,Reese Tran,C,1,True,reliable
RES-01401,Alex Lamb,D,4,False,reliable
RES-01402,Taylor Griffin,C,1,False,reliable
RES-01403,Micah Vargas,B,2,True,reliable
RES-01404,Emerson Jensen,A,5,True,degrading
RES-01405,Devon Alvarez,B,2,False,reliable
RES-01406,Morgan Reyes,B,4,False,reliable
RES-01407,Lane Alvarez,B,2,False,reliable
RES-01408,Reese Hayes,C,2,True,reliable
RES-01409,Skyler Zamora,C,4,False,reliable
RES-01410,Quinn Bennett,B,3,False,reliable
RES-01411,Avery Underwood,C,3,False,reliable
RES-01412,Avery Foster,A,4,True,occasionally_late
RES-01413,Skyler Dawson,B,5,True,occasionally_late
RES-01414,Reese Ibarra,B,5,False,reliable
RES-01415,Harper Yates,A,2,True,reliable
RES-01416,Noel Dawson,D,3,True,degrading
RES-01417,Rowan Yates,B,3,False,reliable
RES-01418,Lane Ibarra,B,2,False,degrading
RES-01419,Logan Osei,C,1,True,reliable
RES-01420,Morgan Griffin,A,2,False,reliable
RES-01421,Jamie Reyes,A,2,False,reliable
RES-01422,Avery Bennett,B,1,False,degrading
RES-01423,Skyler Dawson,B,2,True,reliable
RES-01424,Finley Bennett,D,2,False,reliable
RES-01425,Micah Keller,C,2,False,reliable
RES-01426,Elliot Bennett,D,5,True,reliable
RES-01427,Devon Yates,B,5,True,reliable
RES-01428,Rowan Griffin,D,4,True,reliable
RES-01429,Emerson Griffin,B,4,True,reliable
RES-01430,Hayden Ibarra,A,3,False,reliable
RES-01431,Emerson Reyes,A,4,False,reliable
RES-01432,Finley Hayes,B,4,False,degrading
RES-01433,Kai Hayes,D,3,True,reliable
RES-01434,Riley Ibarra,B,3,False,degrading
RES-01435,Jordan Sandoval,C,3,True,reliable
RES-01436,Taylor Ibarra,B,5,False,reliable
RES-01437,Jamie Vargas,B,3,True,reliable
RES-01438,Sasha Whitfield,C,1,False,reliable
RES-01439,Riley Quintero,A,3,True,reliable
RES-01440,Jordan Jensen,A,3,True,reliable
RES-01441,Taylor Tran,C,2,False,reliable
RES-01442,Kendall Novak,D,3,False,reliable
RES-01443,Avery Novak,D,2,False,degrading
RES-01444,Quinn Yates,C,2,False,reliable
RES-01445,Jordan Reyes,B,3,True,reliable
RES-01446,Alex Yates,C,1,False,reliable
RES-01447,Rowan Quintero,C,3,True,reliable
RES-01448,Jordan Mercer,A,3,False,reliable
RES-01449,Lane Ibarra,C,5,False,degrading
RES-01450,Jamie Ellis,A,2,False,reliable
RES-01451,Hayden Ibarra,B,2,True,reliable
RES-01452,Jordan Ellis,B,2,True,reliable
RES-01453,Casey Osei,A,2,False,reliable
RES-01454,Rowan Dawson,C,5,True,reliable
RES-01455,Elliot Dawson,A,1,True,reliable
RES-01456,Jamie Quintero,C,2,True,reliable
RES-01457,Riley Dawson,B,1,True,reliable
RES-01458,Skyler Zamora,A,5,True,degrading
RES-01459,Riley Jensen,C,2,True,reliable
RES-01460,Finley Bennett,A,5,True,reliable
RES-01461,Marley Mercer,A,1,False,reliable
RES-01462,Rowan Ellis,D,5,True,reliable
RES-01463,Jordan Whitfield,B,1,True,occasionally_late
RES-01464,Hayden Underwood,B,1,True,reliable
RES-01465,Devon Foster,A,5,True,reliable
RES-01466,Sasha Bennett,A,1,True,reliable
RES-01467,Riley Bennett,A,3,False,reliable
RES-01468,Casey Griffin,B,2,False,reliable
RES-01469,Riley Alvarez,B,2,False,reliable
RES-01470,Morgan Mercer,B,4,True,reliable
RES-01471,Reese Keller,C,1,True,reliable
RES-01472,Casey Quintero,B,1,True,reliable
RES-01473,Micah Jensen,D,3,False,reliable
RES-01474,Avery Hayes,B,1,True,reliable
RES-01475,Alex Reyes,C,2,False,reliable
RES-01476,Noel Whitfield,B,3,False,reliable
RES-01477,Hayden Alvarez,A,3,False,reliable
RES-01478,Skyler Osei,B,3,False,reliable
RES-01479,Sasha Underwood,D,2,False,reliable
RES-01480,Elliot Novak,C,3,False,reliable
RES-01481,Quinn Ellis,C,3,True,reliable
RES-01482,Skyler Osei,A,1,False,reliable
RES-01483,Kendall Reyes,C,3,False,reliable
RES-01484,Payton Keller,B,3,False,reliable
RES-01485,Morgan Keller,D,3,True,degrading
RES-01486,Skyler Reyes,B,3,False,occasionally_late
RES-01487,Harper Lamb,D,2,True,occasionally_late
RES-01488,Avery Sandoval,B,2,False,reliable
RES-01489,Harper Dawson,D,5,False,reliable
RES-01490,Finley Tran,D,2,True,reliable
RES-01491,Devon Bennett,A,5,True,degrading
RES-01492,Quinn Zamora,B,2,False,reliable
RES-01493,Hayden Lamb,B,5,True,reliable
RES-01494,Jordan Quintero,A,4,True,reliable
RES-01495,Alex Ibarra,B,2,True,reliable
RES-01496,Quinn Sandoval,C,2,False,occasionally_late
RES-01497,Jamie Griffin,B,4,False,reliable
RES-01498,Casey Bennett,C,2,False,reliable
RES-01499,Harper Reyes,D,3,False,occasionally_late
RES-01500,Alex Mercer,C,1,False,reliable
RES-01501,Casey Ellis,B,3,False,reliable
RES-01502,Jordan Hayes,B,2,False,reliable
RES-01503,Casey Vargas,A,4,True,reliable
RES-01504,Kendall Underwood,C,2,False,reliable
RES-01505,Taylor Zamora,C,3,True,occasionally_late
RES-01506,Finley Dawson,D,1,True,reliable
RES-01507,Elliot Ibarra,B,3,False,reliable
RES-01508,Sasha Vargas,A,3,True,reliable
RES-01509,Avery Dawson,C,3,False,reliable
RES-01510,Devon Alvarez,B,5,True,reliable
RES-01511,Casey Underwood,C,5,False,degrading
RES-01512,Skyler Ellis,A,3,False,reliable
RES-01513,Morgan Underwood,B,5,False,occasionally_late
RES-01514,Hayden Yates,B,4,True,reliable
RES-01515,Alex Jensen,B,3,False,reliable
RES-01516,Kendall Bennett,A,2,False,reliable
RES-01517,Reese Park,C,3,True,reliable
RES-01518,Noel Reyes,B,2,True,reliable
RES-01519,Logan Quintero,B,1,True,reliable
RES-01520,Devon Vargas,C,2,True,reliable
RES-01521,Jordan Dawson,C,1,True,reliable
RES-01522,Quinn Chen,B,3,True,reliable
RES-01523,Micah Mercer,A,3,False,reliable
RES-01524,Avery Jensen,C,3,True,reliable
RES-01525,Quinn Park,C,1,True,reliable
RES-01526,Sasha Bennett,C,2,False,reliable
RES-01527,Kendall Underwood,B,1,False,degrading
RES-01528,Hayden Vargas,A,4,False,reliable
RES-01529,Finley Underwood,B,3,False,reliable
RES-01530,Micah Alvarez,D,5,False,reliable
RES-01531,Riley Chen,B,4,True,reliable
RES-01532,Reese Quintero,C,5,True,reliable
RES-01533,Micah Bennett,C,2,False,reliable
RES-01534,Harper Whitfield,B,2,True,degrading
RES-01535,Quinn Reyes,B,3,True,reliable
RES-01536,Kai Zamora,B,3,True,reliable
RES-01537,Casey Jensen,D,2,False,reliable
RES-01538,Marley Hayes,B,4,True,reliable
RES-01539,Kendall Reyes,A,1,False,reliable
RES-01540,Harper Osei,A,3,False,reliable
RES-01541,Noel Bennett,C,5,False,degrading
RES-01542,Morgan Foster,D,2,True,severe
RES-01543,Noel Jensen,A,1,False,occasionally_late
RES-01544,Reese Osei,B,3,False,reliable
RES-01545,Emerson Mercer,C,4,True,reliable
RES-01546,Hayden Whitfield,C,3,True,reliable
RES-01547,Quinn Hayes,C,4,True,reliable
RES-01548,Kendall Vargas,A,3,False,reliable
RES-01549,Logan Hayes,C,5,False,reliable
RES-01550,Emerson Reyes,C,1,True,reliable
RES-01551,Hayden Hayes,B,5,False,reliable
RES-01552,Elliot Jensen,A,5,False,reliable
RES-01553,Payton Reyes,C,2,True,reliable
RES-01554,Jordan Tran,A,5,False,reliable
RES-01555,Devon Hayes,A,3,True,reliable
RES-01556,Noel Foster,C,3,False,reliable
RES-01557,Avery Osei,B,2,True,reliable
RES-01558,Noel Bennett,B,4,False,severe
RES-01559,Reese Keller,C,4,True,reliable
RES-01560,Kai Griffin,C,1,False,reliable
RES-01561,Kendall Foster,A,2,True,reliable
RES-01562,Jordan Foster,A,3,False,severe
RES-01563,Emerson Tran,B,3,False,reliable
RES-01564,Jamie Bennett,A,3,False,reliable
RES-01565,Avery Lamb,B,3,True,reliable
RES-01566,Riley Osei,B,2,True,reliable
RES-01567,Hayden Hayes,B,3,True,reliable
RES-01568,Payton Dawson,D,4,False,reliable
RES-01569,Jamie Dawson,B,2,False,reliable
RES-01570,Taylor Vargas,C,2,False,reliable
RES-01571,Elliot Tran,D,1,True,reliable
RES-01572,Avery Underwood,C,2,False,reliable
RES-01573,Jamie Lamb,C,4,False,reliable
RES-01574,Finley Sandoval,B,3,True,occasionally_late
RES-01575,Kendall Chen,A,5,False,reliable
RES-01576,Reese Novak,B,4,False,reliable
RES-01577,Rowan Foster,C,1,False,reliable
RES-01578,Skyler Griffin,A,3,False,reliable
RES-01579,Noel Griffin,A,2,True,reliable
RES-01580,Rowan Novak,B,4,False,reliable
RES-01581,Quinn Keller,D,1,True,reliable
RES-01582,Jordan Underwood,B,2,True,reliable
RES-01583,Reese Keller,B,2,False,reliable
RES-01584,Kai Yates,B,4,False,reliable
RES-01585,Logan Sandoval,B,3,False,reliable
RES-01586,Marley Underwood,C,4,False,reliable
RES-01587,Rowan Chen,C,5,True,reliable
RES-01588,Skyler Yates,C,5,True,reliable
RES-01589,Kai Novak,B,4,False,reliable
RES-01590,Taylor Ellis,C,2,True,reliable
RES-01591,Reese Ellis,A,3,True,degrading
RES-01592,Logan Hayes,B,2,True,reliable
RES-01593,Elliot Alvarez,A,5,False,degrading
RES-01594,Finley Yates,B,2,True,reliable
RES-01595,Jordan Quintero,C,3,False,reliable
RES-01596,Harper Lamb,A,3,False,reliable
RES-01597,Morgan Lamb,D,5,True,degrading
RES-01598,Lane Griffin,B,3,True,occasionally_late
RES-01599,Casey Bennett,D,5,True,reliable
RES-01600,Payton Hayes,A,2,True,reliable
RES-01601,Lane Quintero,B,4,True,reliable
RES-01602,Riley Yates,D,4,True,reliable
RES-01603,Taylor Dawson,A,2,True,reliable
RES-01604,Marley Ellis,D,2,True,reliable
RES-01605,Hayden Underwood,C,3,False,reliable
RES-01606,Riley Dawson,C,5,True,reliable
RES-01607,Reese Reyes,C,1,False,reliable
RES-01608,Emerson Ibarra,B,5,True,reliable
RES-01609,Reese Ibarra,B,2,True,reliable
RES-01610,Avery Dawson,C,3,False,reliable
RES-01611,Jamie Bennett,D,3,False,reliable
RES-01612,Harper Foster,B,1,True,reliable
RES-01613,Micah Whitfield,B,4,False,reliable
RES-01614,Payton Yates,A,4,False,reliable
RES-01615,Hayden Ellis,A,2,False,reliable
RES-01616,Lane Reyes,C,2,True,reliable
RES-01617,Payton Lamb,C,2,False,reliable
RES-01618,Skyler Zamora,B,2,False,reliable
RES-01619,Avery Reyes,D,5,False,reliable
RES-01620,Sasha Lamb,A,2,False,reliable
RES-01621,Jamie Vargas,D,2,False,reliable
RES-01622,Kendall Park,A,1,True,reliable
RES-01623,Quinn Lamb,C,4,True,reliable
RES-01624,Kai Dawson,A,2,True,reliable
RES-01625,Marley Quintero,B,5,False,reliable
RES-01626,Micah Bennett,C,1,True,reliable
RES-01627,Taylor Zamora,B,2,False,reliable
RES-01628,Devon Chen,A,5,False,severe
RES-01629,Alex Zamora,B,4,False,degrading
RES-01630,Alex Chen,D,2,False,reliable
RES-01631,Lane Novak,D,1,True,reliable
RES-01632,Marley Tran,A,5,False,reliable
RES-01633,Alex Griffin,C,2,False,reliable
RES-01634,Noel Keller,B,3,False,reliable
RES-01635,Elliot Alvarez,B,2,True,reliable
RES-01636,Noel Foster,B,2,True,reliable
RES-01637,Casey Bennett,B,3,False,reliable
RES-01638,Jordan Mercer,D,2,True,reliable
RES-01639,Morgan Sandoval,B,4,True,reliable
RES-01640,Avery Novak,B,2,False,occasionally_late
RES-01641,Reese Underwood,B,5,False,degrading
RES-01642,Morgan Sandoval,B,3,False,reliable
RES-01643,Logan Zamora,D,2,False,reliable
RES-01644,Jamie Osei,A,3,False,reliable
RES-01645,Reese Underwood,A,3,False,reliable
RES-01646,Payton Reyes,D,1,True,reliable
RES-01647,Hayden Vargas,B,4,True,occasionally_late
RES-01648,Elliot Griffin,B,2,True,reliable
RES-01649,Kai Lamb,A,4,True,reliable
RES-01650,Morgan Vargas,C,4,False,occasionally_late
RES-01651,Jamie Park,A,3,True,reliable
RES-01652,Rowan Ellis,B,5,False,reliable
RES-01653,Harper Bennett,A,4,False,reliable
RES-01654,Rowan Griffin,B,5,False,reliable
RES-01655,Lane Zamora,B,2,False,reliable
RES-01656,Kendall Vargas,D,3,True,reliable
RES-01657,Casey Novak,B,5,True,occasionally_late
RES-01658,Riley Novak,A,5,True,reliable
RES-01659,Kendall Hayes,B,4,False,reliable
RES-01660,Devon Keller,C,3,False,occasionally_late
RES-01661,Rowan Reyes,A,2,False,reliable
RES-01662,Kai Quintero,A,4,False,reliable
RES-01663,Reese Whitfield,A,2,False,reliable
RES-01664,Lane Hayes,B,5,False,reliable
RES-01665,Emerson Bennett,C,2,True,reliable
RES-01666,Casey Dawson,D,2,True,reliable
RES-01667,Jamie Hayes,C,1,False,reliable
RES-01668,Logan Foster,A,3,True,reliable
RES-01669,Skyler Mercer,D,3,False,reliable
RES-01670,Alex Keller,D,1,False,reliable
RES-01671,Morgan Novak,B,3,True,reliable
RES-01672,Kendall Ibarra,B,2,True,reliable
RES-01673,Harper Chen,B,5,False,reliable
RES-01674,Riley Hayes,B,2,False,degrading
RES-01675,Reese Chen,B,3,False,reliable
RES-01676,Reese Keller,C,3,False,reliable
RES-01677,Avery Vargas,C,3,True,reliable
RES-01678,Kai Mercer,B,4,False,reliable
RES-01679,Taylor Sandoval,B,3,False,reliable
RES-01680,Sasha Hayes,B,3,False,reliable
RES-01681,Harper Yates,B,1,False,reliable
RES-01682,Quinn Alvarez,C,1,True,occasionally_late
RES-01683,Morgan Zamora,B,3,False,reliable
RES-01684,Avery Novak,C,5,False,reliable
RES-01685,Sasha Hayes,B,5,True,reliable
RES-01686,Hayden Vargas,A,3,True,reliable
RES-01687,Sasha Zamora,C,4,False,reliable
RES-01688,Kendall Park,A,3,False,reliable
RES-01689,Morgan Bennett,C,5,True,reliable
RES-01690,Taylor Yates,B,3,False,reliable
RES-01691,Morgan Chen,A,3,False,reliable
RES-01692,Alex Jensen,D,4,False,reliable
RES-01693,Elliot Hayes,C,2,False,reliable
RES-01694,Kai Park,B,5,False,reliable
RES-01695,Kendall Zamora,C,3,False,reliable
RES-01696,Marley Griffin,C,3,True,reliable
RES-01697,Sasha Reyes,C,4,True,reliable
RES-01698,Reese Griffin,A,4,True,reliable
RES-01699,Logan Sandoval,B,3,True,reliable
RES-01700,Skyler Ellis,C,2,False,reliable
RES-01701,Hayden Chen,D,3,True,severe
RES-01702,Emerson Chen,B,1,True,reliable
RES-01703,Kai Lamb,B,3,True,reliable
RES-01704,Rowan Vargas,C,3,True,reliable
RES-01705,Marley Reyes,B,2,True,occasionally_late
RES-01706,Morgan Underwood,B,1,False,reliable
RES-01707,Reese Chen,B,4,False,reliable
RES-01708,Logan Tran,C,4,True,reliable
RES-01709,Alex Reyes,C,3,True,reliable
RES-01710,Kai Underwood,D,5,False,reliable
RES-01711,Reese Park,C,4,False,reliable
RES-01712,Reese Park,A,2,True,reliable
RES-01713,Emerson Bennett,B,1,False,occasionally_late
RES-01714,Elliot Hayes,B,2,False,reliable
RES-01715,Noel Griffin,C,3,False,reliable
RES-01716,Taylor Ellis,B,2,False,reliable
RES-01717,Avery Tran,C,2,False,reliable
RES-01718,Riley Griffin,A,3,False,occasionally_late
RES-01719,Payton Reyes,B,1,False,reliable
RES-01720,Jamie Lamb,A,4,True,reliable
RES-01721,Reese Underwood,C,3,False,reliable
RES-01722,Devon Griffin,B,4,False,reliable
RES-01723,Lane Jensen,C,4,False,reliable
RES-01724,Finley Alvarez,B,4,False,reliable
RES-01725,Quinn Hayes,B,3,False,reliable
RES-01726,Sasha Quintero,C,3,True,reliable
RES-01727,Skyler Yates,B,1,True,reliable
RES-01728,Avery Quintero,B,5,True,reliable
RES-01729,Devon Underwood,B,3,True,reliable
RES-01730,Kendall Osei,B,2,False,reliable
RES-01731,Logan Osei,A,3,False,reliable
RES-01732,Jamie Reyes,B,3,True,reliable
RES-01733,Quinn Dawson,D,3,True,severe
RES-01734,Devon Keller,B,4,True,severe
RES-01735,Kendall Alvarez,A,3,True,reliable
RES-01736,Sasha Reyes,D,5,False,reliable
RES-01737,Devon Vargas,B,4,True,reliable
RES-01738,Casey Alvarez,B,5,False,reliable
RES-01739,Marley Vargas,C,4,False,reliable
RES-01740,Sasha Sandoval,A,3,True,reliable
RES-01741,Finley Zamora,D,2,True,reliable
RES-01742,Logan Whitfield,C,2,False,reliable
RES-01743,Riley Alvarez,B,1,False,reliable
RES-01744,Skyler Quintero,A,1,False,reliable
RES-01745,Riley Zamora,B,4,False,reliable
RES-01746,Micah Ellis,B,4,True,reliable
RES-01747,Reese Sandoval,A,1,True,occasionally_late
RES-01748,Micah Osei,C,1,True,reliable
RES-01749,Reese Foster,A,2,False,degrading
RES-01750,Sasha Tran,B,4,False,reliable
RES-01751,Jordan Lamb,C,3,True,occasionally_late
RES-01752,Riley Hayes,B,1,True,reliable
RES-01753,Logan Lamb,A,2,False,reliable
RES-01754,Rowan Bennett,A,3,False,severe
RES-01755,Morgan Park,B,4,True,reliable
RES-01756,Riley Bennett,B,2,True,reliable
RES-01757,Morgan Lamb,A,5,False,reliable
RES-01758,Skyler Chen,B,2,False,reliable
RES-01759,Morgan Bennett,D,3,True,reliable
RES-01760,Riley Lamb,B,3,True,reliable
RES-01761,Marley Foster,C,5,False,reliable
RES-01762,Alex Keller,A,2,True,reliable
RES-01763,Elliot Osei,B,1,True,reliable
RES-01764,Riley Ibarra,B,3,True,reliable
RES-01765,Finley Mercer,B,4,True,reliable
RES-01766,Jordan Keller,C,2,True,reliable
RES-01767,Quinn Hayes,A,3,False,reliable
RES-01768,Skyler Tran,B,4,True,reliable
RES-01769,Logan Quintero,D,1,False,reliable
RES-01770,Morgan Zamora,B,5,False,reliable
RES-01771,Jordan Park,C,2,False,reliable
RES-01772,Payton Bennett,C,2,False,reliable
RES-01773,Reese Ellis,C,3,True,reliable
RES-01774,Kendall Vargas,A,3,True,reliable
RES-01775,Casey Mercer,A,3,True,reliable
RES-01776,Jordan Whitfield,B,3,False,reliable
RES-01777,Avery Mercer,C,1,True,reliable
RES-01778,Micah Bennett,A,3,False,reliable
RES-01779,Kai Novak,C,3,False,reliable
RES-01780,Elliot Alvarez,B,3,True,degrading
RES-01781,Noel Zamora,C,1,True,reliable
RES-01782,Riley Reyes,A,5,False,reliable
RES-01783,Lane Vargas,B,4,False,reliable
RES-01784,Marley Tran,B,4,False,reliable
RES-01785,Hayden Park,B,4,False,reliable
RES-01786,Payton Dawson,D,3,False,reliable
RES-01787,Emerson Whitfield,B,3,False,reliable
RES-01788,Reese Quintero,C,5,True,occasionally_late
RES-01789,Elliot Lamb,C,5,False,reliable
RES-01790,Logan Novak,C,1,False,reliable
RES-01791,Casey Tran,C,2,False,occasionally_late
RES-01792,Sasha Underwood,A,2,False,reliable
RES-01793,Morgan Keller,C,1,True,reliable
RES-01794,Casey Ibarra,A,3,True,occasionally_late
RES-01795,Finley Zamora,D,1,True,reliable
RES-01796,Marley Underwood,A,5,False,reliable
RES-01797,Skyler Vargas,A,3,True,reliable
RES-01798,Reese Hayes,A,4,False,reliable
RES-01799,Taylor Park,B,2,False,reliable
RES-01800,Quinn Jensen,C,5,True,reliable
RES-01801,Logan Mercer,B,3,False,degrading
RES-01802,Lane Jensen,A,1,True,reliable
RES-01803,Lane Hayes,C,5,False,reliable
RES-01804,Marley Novak,B,4,False,reliable
RES-01805,Rowan Keller,A,4,False,reliable
RES-01806,Casey Hayes,B,2,False,reliable
RES-01807,Kai Jensen,D,2,False,reliable
RES-01808,Harper Dawson,D,4,True,degrading
RES-01809,Micah Alvarez,D,5,True,reliable
RES-01810,Quinn Jensen,B,5,False,reliable
RES-01811,Taylor Park,D,1,False,reliable
RES-01812,Kai Park,B,5,False,reliable
RES-01813,Micah Sandoval,A,5,False,reliable
RES-01814,Skyler Zamora,A,4,False,reliable
RES-01815,Logan Park,A,3,False,reliable
RES-01816,Quinn Quintero,D,3,False,reliable
RES-01817,Jordan Foster,D,2,False,reliable
RES-01818,Noel Vargas,A,1,False,reliable
RES-01819,Reese Reyes,C,2,False,reliable
RES-01820,Finley Ellis,A,3,False,reliable
RES-01821,Casey Chen,A,1,False,reliable
RES-01822,Alex Mercer,B,5,True,reliable
RES-01823,Logan Novak,B,4,False,reliable
RES-01824,Morgan Griffin,C,2,False,reliable
RES-01825,Quinn Hayes,A,3,True,occasionally_late
RES-01826,Kai Tran,C,2,False,reliable
RES-01827,Skyler Quintero,A,5,False,reliable
RES-01828,Riley Keller,B,3,True,degrading
RES-01829,Riley Griffin,B,4,False,reliable
RES-01830,Alex Mercer,B,4,True,reliable
RES-01831,Emerson Lamb,B,5,True,reliable
RES-01832,Reese Whitfield,A,2,False,reliable
RES-01833,Logan Quintero,C,2,False,reliable
RES-01834,Reese Hayes,A,1,False,reliable
RES-01835,Casey Osei,C,2,True,reliable
RES-01836,Kai Vargas,A,1,True,occasionally_late
RES-01837,Elliot Vargas,B,1,False,reliable
RES-01838,Marley Quintero,B,2,False,reliable
RES-01839,Finley Vargas,B,5,False,reliable
RES-01840,Skyler Lamb,B,2,True,reliable
RES-01841,Jordan Ibarra,D,2,False,reliable
RES-01842,Kendall Foster,B,3,False,reliable
RES-01843,Taylor Dawson,B,3,False,reliable
RES-01844,Reese Osei,C,3,False,occasionally_late
RES-01845,Elliot Reyes,B,1,False,reliable
RES-01846,Kendall Whitfield,B,5,False,reliable
RES-01847,Reese Park,A,5,True,occasionally_late
RES-01848,Riley Chen,A,3,True,reliable
RES-01849,Logan Chen,C,3,True,degrading
RES-01850,Marley Keller,C,5,True,reliable
RES-01851,Lane Bennett,B,5,True,severe
RES-01852,Kai Park,C,2,False,reliable
RES-01853,Taylor Chen,C,1,False,degrading
RES-01854,Sasha Hayes,C,3,False,reliable
RES-01855,Payton Underwood,B,1,False,occasionally_late
RES-01856,Kendall Ibarra,B,2,False,reliable
RES-01857,Hayden Underwood,C,2,False,reliable
RES-01858,Jordan Ellis,B,3,True,degrading
RES-01859,Kai Osei,B,5,True,reliable
RES-01860,Skyler Reyes,A,2,True,reliable
RES-01861,Marley Reyes,B,3,True,reliable
RES-01862,Elliot Underwood,B,4,False,reliable
RES-01863,Taylor Ibarra,A,2,False,reliable
RES-01864,Elliot Zamora,A,1,False,reliable
RES-01865,Skyler Tran,C,3,False,reliable
RES-01866,Finley Zamora,D,3,True,reliable
RES-01867,Devon Osei,A,4,True,degrading
RES-01868,Devon Reyes,B,3,True,reliable
RES-01869,Elliot Zamora,A,3,True,reliable
RES-01870,Avery Bennett,A,3,False,reliable
RES-01871,Rowan Dawson,A,2,False,reliable
RES-01872,Devon Zamora,D,1,True,reliable
RES-01873,Sasha Griffin,B,4,False,reliable
RES-01874,Lane Reyes,A,4,False,degrading
RES-01875,Noel Whitfield,A,2,False,reliable
RES-01876,Kai Yates,C,3,True,reliable
RES-01877,Taylor Park,C,2,False,reliable
RES-01878,Payton Foster,A,3,True,occasionally_late
RES-01879,Taylor Chen,B,4,False,severe
RES-01880,Kendall Tran,A,3,True,reliable
RES-01881,Micah Tran,C,3,False,degrading
RES-01882,Skyler Quintero,A,5,True,reliable
RES-01883,Elliot Underwood,B,4,False,reliable
RES-01884,Casey Bennett,C,2,False,reliable
RES-01885,Harper Keller,B,3,True,reliable
RES-01886,Kendall Reyes,B,5,True,severe
RES-01887,Riley Whitfield,C,2,False,degrading
RES-01888,Kai Alvarez,C,1,True,degrading
RES-01889,Noel Bennett,A,2,False,reliable
RES-01890,Reese Hayes,B,3,False,reliable
RES-01891,Skyler Dawson,B,4,False,reliable
RES-01892,Skyler Ibarra,B,1,True,occasionally_late
RES-01893,Kai Jensen,C,2,False,occasionally_late
RES-01894,Morgan Dawson,B,3,True,reliable
RES-01895,Harper Ellis,A,1,True,reliable
RES-01896,Kai Mercer,B,5,True,reliable
RES-01897,Jamie Lamb,D,1,False,reliable
RES-01898,Jordan Ellis,C,3,False,reliable
RES-01899,Sasha Alvarez,B,3,False,reliable
RES-01900,Payton Reyes,B,3,True,severe
RES-01901,Casey Zamora,D,5,False,occasionally_late
RES-01902,Hayden Novak,C,5,True,reliable
RES-01903,Rowan Chen,B,5,True,reliable
RES-01904,Taylor Griffin,C,2,True,reliable
RES-01905,Logan Whitfield,D,5,True,reliable
RES-01906,Riley Tran,B,4,True,reliable
RES-01907,Jordan Underwood,D,2,False,reliable
RES-01908,Reese Novak,D,3,False,reliable
RES-01909,Riley Jensen,C,1,True,reliable
RES-01910,Jordan Park,B,4,False,reliable
RES-01911,Jordan Underwood,B,4,False,reliable
RES-01912,Elliot Griffin,B,1,True,degrading
RES-01913,Riley Hayes,D,4,False,reliable
RES-01914,Lane Alvarez,B,2,True,reliable
RES-01915,Hayden Yates,C,4,True,reliable
RES-01916,Morgan Jensen,C,1,False,reliable
RES-01917,Payton Yates,B,2,False,reliable
RES-01918,Harper Foster,B,2,False,reliable
RES-01919,Devon Griffin,A,1,False,reliable
RES-01920,Riley Lamb,C,3,True,reliable
RES-01921,Riley Ellis,B,5,False,degrading
RES-01922,Harper Alvarez,D,4,True,reliable
RES-01923,Avery Foster,D,3,True,reliable
RES-01924,Finley Vargas,B,5,False,reliable
RES-01925,Riley Reyes,B,4,True,reliable
RES-01926,Hayden Vargas,B,1,True,reliable
RES-01927,Riley Osei,C,3,False,degrading
RES-01928,Lane Novak,C,4,False,reliable
RES-01929,Skyler Jensen,B,2,False,reliable
RES-01930,Micah Yates,B,4,False,reliable
RES-01931,Taylor Tran,D,2,False,reliable
RES-01932,Kendall Yates,A,3,False,reliable
RES-01933,Finley Novak,B,3,True,reliable
RES-01934,Logan Novak,C,2,False,reliable
RES-01935,Rowan Tran,C,4,False,reliable
RES-01936,Avery Keller,A,2,False,reliable
RES-01937,Finley Mercer,C,1,False,reliable
RES-01938,Devon Bennett,B,5,True,reliable
RES-01939,Avery Lamb,B,3,True,occasionally_late
RES-01940,Marley Foster,C,1,False,reliable
RES-01941,Jamie Bennett,B,3,False,occasionally_late
RES-01942,Finley Keller,A,3,True,reliable
RES-01943,Marley Keller,B,3,False,reliable
RES-01944,Alex Mercer,A,1,False,reliable
RES-01945,Kai Ibarra,B,3,False,reliable
RES-01946,Riley Novak,A,1,False,reliable
RES-01947,Morgan Yates,A,5,False,reliable
RES-01948,Rowan Zamora,C,3,False,degrading
RES-01949,Marley Zamora,B,1,True,degrading
RES-01950,Sasha Griffin,D,3,True,reliable
RES-01951,Casey Yates,B,2,False,reliable
RES-01952,Taylor Lamb,B,4,False,reliable
RES-01953,Jordan Tran,C,1,True,reliable
RES-01954,Micah Alvarez,B,1,False,reliable
RES-01955,Harper Jensen,B,4,True,reliable
RES-01956,Emerson Alvarez,B,1,True,reliable
RES-01957,Harper Zamora,B,3,False,reliable
RES-01958,Lane Keller,D,2,False,reliable
RES-01959,Sasha Osei,C,1,True,reliable
RES-01960,Quinn Zamora,C,5,True,reliable
RES-01961,Micah Bennett,A,1,False,reliable
RES-01962,Kendall Quintero,A,5,False,reliable
RES-01963,Jamie Osei,D,1,True,occasionally_late
RES-01964,Jordan Ibarra,A,2,False,reliable
RES-01965,Riley Yates,A,3,True,reliable
RES-01966,Alex Yates,B,3,True,reliable
RES-01967,Jordan Hayes,B,5,False,reliable
RES-01968,Alex Griffin,B,4,True,occasionally_late
RES-01969,Reese Dawson,C,3,False,reliable
RES-01970,Logan Ibarra,C,5,False,reliable
